"","Rk","Name","Birth Date","Death Date","Age at Death","From","To","Pos","GP","G","A","PTS","+/-","PIM","GP","W","L","T/O","SV%","GAA"
"1031","20","Glen Harmon","1921-01-02","2007-03-09","86","1943","1951","D","453","50","96","146","","334","","","","","",""
"1032","Rk","Name","Birth Date","Death Date","Age at Death","From","To","Pos","GP","G","A","PTS","+/-","PIM","GP","W","L","T/O","SV%","GAA"
"1033","21","Gerry Heffernan","1916-07-24","2007-01-16","90","1942","1944","RW","85","33","35","68","","27","","","","","",""
"1034","22","Vic Heyliger","1912-09-26","2006-10-04","94","1938","1944","C","33","2","3","5","","2","","","","","",""
"1035","23","Buck Jones","1918-08-17","2007-08-23","89","1939","1943","D","50","2","3","5","","36","","","","","",""
"1036","24","Bill Knibbs","1942-01-24","2006-09-26","64","1965","1965","C","53","7","10","17","-16","4","","","","","",""
"1037","25","Ed Kryzanowski","1925-11-14","2007-04-29","81","1949","1953","D","237","15","22","37","","65","","","","","",""
"1038","26","Andrei Lomakin","1964-04-03","2006-12-09","42","1992","1995","RW","215","42","62","104","5","92","","","","","",""
"1039","27","Gary Lupul","1959-04-04","2007-07-18","48","1980","1986","C/LW","293","70","75","145","-45","243","","","","","",""
"1040","28","Frank Martin","1933-05-01","2007-02-18","73","1953","1958","D","282","11","46","57","","122","","","","","",""
"1041","29","Billy McNeill","1936-01-26","2007-08-31","71","1957","1964","RW","257","21","46","67","-20","130","","","","","",""
"1042","30","Don O'Donoghue","1949-08-27","2007-06-04","57","1970","1972","RW","125","18","17","35","-52","35","","","","","",""
"1043","31","Aldo Palazzari","1918-07-25","2007-05-12","88","1944","1944","RW","35","8","3","11","","4","","","","","",""
"1044","32","Jimmy Peters","1922-10-02","2006-10-11","84","1946","1954","RW","574","125","150","275","","184","","","","","",""
"1045","33","Michel Plasse","1948-06-01","2006-12-30","58","1971","1982","G","298","0","9","9","0","52","298","92","136","53",".881","3.79"
"1046","34","Nels Podolsky","1925-12-19","2007-03-21","81","1949","1949","LW","1","0","0","0","","0","","","","","",""
"1047","35","Dutch Reibel","1930-07-21","2007-01-03","76","1954","1959","C","409","84","161","245","","73","","","","","",""
"1048","36","Claude Robert","1928-08-10","2007-01-06","78","1951","1951","LW","23","1","0","1","","9","","","","","",""
"1049","37","Darryl Sly","1939-04-03","2007-08-28","68","1966","1971","D","79","1","2","3","-8","20","","","","","",""
"1050","38","Stu Smith","1918-09-25","2007-01-27","88","1941","1942","LW","4","2","2","4","","0","","","","","",""
"1051","39","Joe Szura","1938-12-18","2006-10-13","67","1968","1969","C","90","10","15","25","-10","30","","","","","",""
"1052","40","Spence Tatchell","1924-07-16","2007-01-08","82","1943","1943","D","1","0","0","0","","0","","","","","",""
"1053","Rk","Name","Birth Date","Death Date","Age at Death","From","To","Pos","GP","G","A","PTS","+/-","PIM","GP","W","L","T/O","SV%","GAA"
"1054","41","Gump Worsley","1929-05-14","2007-01-26","77","1953","1974","G","860","0","3","3","0","137","860","333","348","149",".914","2.87"
"1055","42","Chris Worthy","1947-10-23","2007-08-02","59","1969","1971","G","26","0","0","0","0","6","26","5","11","3",".871","4.49"
"1056","43","Ralph Wycherley","1920-02-26","2007-03-04","87","1941","1942","LW","28","4","7","11","","6","","","","","",""
"1057","1","Gilles Bilodeau","1955-07-31","2008-08-12","53","1980","1980","LW","9","0","1","1","-1","25","","","","","",""
"1058","2","Steve Black","1927-03-31","2008-06-12","81","1950","1951","LW","113","11","20","31","","77","","","","","",""
"1059","3","Luc Bourdon","1987-02-16","2008-05-29","21","2007","2008","D","36","2","0","2","6","24","","","","","",""
"1060","4","Lorne Davis","1930-07-20","2007-12-20","77","1952","1960","RW","95","8","12","20","2","20","","","","","",""
"1061","5","Miroslav DvoÅ™Ã¡k","1951-10-11","2008-06-12","56","1983","1985","D","193","11","74","85","59","51","","","","","",""
"1062","6","Pat Egan","1918-04-25","2008-06-03","90","1940","1951","D","552","77","153","230","","786","","","","","",""
"1063","7","Lorne Ferguson","1930-05-26","2008-03-28","77","1950","1959","LW","422","82","80","162","","191","","","","","",""
"1064","8","Ray Getliffe","1914-04-03","2008-06-15","94","1936","1945","C/LW","397","136","137","273","","280","","","","","",""
"1065","9","Bruce Greig","1953-05-09","2008-05-25","55","1974","1975","LW","9","0","1","1","-3","46","","","","","",""
"1066","10","Pat Hannigan","1936-03-05","2007-12-11","71","1960","1969","LW","182","30","39","69","9","116","","","","","",""
"1067","11","Buster Harvey","1950-04-02","2007-11-25","57","1971","1977","RW","407","90","118","208","-50","131","","","","","",""
"1068","12","Tom Johnson","1928-02-18","2007-11-21","79","1948","1965","D","978","51","213","264","56","960","","","","","",""
"1069","13","Bill Juzda","1920-10-29","2008-02-17","87","1941","1952","D","398","14","54","68","","398","","","","","",""
"1070","14","Ted Lanyon","1939-06-11","2008-05-21","68","1968","1968","D","5","0","0","0","1","4","","","","","",""
"1071","15","Hub Macey","1921-04-13","2008-05-27","87","1942","1947","LW","30","6","9","15","","0","","","","","",""
"1072","16","Max McNab","1924-06-21","2007-09-02","83","1948","1950","C","128","16","19","35","","24","","","","","",""
"1073","17","Don Metz","1916-01-10","2007-11-16","91","1940","1949","RW","170","20","35","55","","42","","","","","",""
"1074","18","Peanuts O'Flaherty","1918-04-10","2008-07-16","90","1941","1942","RW","21","5","1","6","","0","","","","","",""
"1075","19","Ken Reardon","1921-04-01","2008-03-15","86","1941","1950","D","353","26","96","122","","604","","","","","",""
"1076","20","Alex Ritson","1922-03-07","2008-07-18","86","1945","1945","C","1","0","0","0","","0","","","","","",""
"1077","Rk","Name","Birth Date","Death Date","Age at Death","From","To","Pos","GP","G","A","PTS","+/-","PIM","GP","W","L","T/O","SV%","GAA"
"1078","21","Thain Simon","1922-04-24","2007-09-18","85","1947","1947","D","3","0","0","0","","0","","","","","",""
"1079","22","Stan Smith","1917-08-13","2007-11-26","90","1940","1941","C","9","2","1","3","","0","","","","","",""
"1080","23","Billy Warwick","1924-11-17","2007-10-03","82","1943","1944","LW","14","3","3","6","","16","","","","","",""
"1081","24","Len Wharton","1927-12-13","2007-09-30","79","1945","1945","D","1","0","0","0","","0","","","","","",""
"1082","1","Hank Bassen","1932-12-06","2009-05-29","76","1955","1968","G","157","0","2","2","0","38","157","47","65","31",".899","2.98"
"1083","2","Huddy Bell","1925-10-31","2009-08-27","83","1947","1947","RW/D","1","0","1","1","","0","","","","","",""
"1084","3","Bob Blake","1914-08-16","2008-11-26","94","1936","1936","LW","12","0","0","0","","0","","","","","",""
"1085","4","Lude Check","1918-05-22","2009-05-11","90","1944","1945","LW","27","6","2","8","","4","","","","","",""
"1086","5","Norm Corcoran","1931-08-15","2009-03-13","77","1950","1956","C/RW","29","1","3","4","","21","","","","","",""
"1087","6","Eddie Dorohoy","1929-03-13","2009-05-28","80","1949","1949","C/LW","16","0","0","0","","6","","","","","",""
"1088","7","Kent Douglas","1936-02-06","2009-04-12","73","1963","1969","D","428","33","115","148","-1","631","","","","","",""
"1089","8","Sid Finney","1929-05-01","2009-02-03","79","1952","1954","C","59","10","7","17","","4","","","","","",""
"1090","9","Reggie Fleming","1936-04-21","2009-07-11","73","1960","1971","D/LW","749","108","132","240","-51","1470","","","","","",""
"1091","10","Pete Goegan","1934-03-06","2008-10-08","74","1958","1968","D","383","19","67","86","-44","365","","","","","",""
"1092","11","Hank Goldup","1918-10-29","2008-12-14","90","1940","1946","LW","202","63","80","143","","97","","","","","",""
"1093","12","Bep Guidolin","1925-12-09","2008-11-24","82","1943","1952","LW","519","107","171","278","","616","","","","","",""
"1094","13","Pete Horeck","1923-06-15","2009-08-29","86","1945","1952","LW","426","106","118","224","","340","","","","","",""
"1095","14","Ted Kennedy","1925-12-12","2009-08-14","83","1943","1957","C","696","230","330","560","","432","","","","","",""
"1096","15","Aggie Kukulowicz","1933-04-02","2008-09-26","75","1953","1954","C","4","1","0","1","","0","","","","","",""
"1097","16","Roger Lafreniere","1942-07-24","2009-06-22","66","1963","1973","LW","13","0","0","0","-1","4","","","","","",""
"1098","17","Danny Lawson","1947-10-30","2008-09-15","60","1968","1972","RW","218","28","29","57","-31","61","","","","","",""
"1099","18","Cliff Malone","1925-09-04","2008-10-08","83","1952","1952","RW","3","0","0","0","","0","","","","","",""
"1100","19","Pit Martin","1943-12-09","2008-11-30","64","1962","1979","C","1101","324","485","809","104","609","","","","","",""
"1101","20","George Morrison","1948-12-24","2008-11-12","59","1971","1972","LW","115","17","21","38","-12","13","","","","","",""
"1102","Rk","Name","Birth Date","Death Date","Age at Death","From","To","Pos","GP","G","A","PTS","+/-","PIM","GP","W","L","T/O","SV%","GAA"
"1103","21","Alf Pike","1917-09-15","2009-03-01","91","1940","1947","LW/C","234","42","77","119","","145","","","","","",""
"1104","22","Walt Poddubny","1960-02-14","2009-03-21","49","1982","1992","LW","468","184","238","422","5","454","","","","","",""
"1105","23","Larry Regan","1930-08-09","2009-03-09","78","1957","1961","RW","280","41","95","136","-1","71","","","","","",""
"1106","24","Clint Smith","1913-12-12","2009-05-19","95","1937","1947","C","483","161","237","398","","24","","","","","",""
"1107","25","Frank Sullivan","1929-06-16","2009-04-05","79","1950","1956","D","8","0","0","0","","2","","","","","",""
"1108","26","Ron Talakoski","1962-06-01","2009-07-06","47","1987","1988","RW","9","0","1","1","1","33","","","","","",""
"1109","27","Cy Thomas","1926-08-05","2009-01-02","82","1948","1948","W","14","2","2","4","","12","","","","","",""
"1110","28","Peter Zezel","1965-04-22","2009-05-26","44","1985","1999","C","873","219","388","607","42","435","","","","","",""
"1111","1","Blair Barnes","1960-09-21","2010-06-29","49","1983","1983","RW","1","0","0","0","0","0","","","","","",""
"1112","2","Dusty Blair","1929-09-15","2010-07-09","80","1951","1951","C","2","0","0","0","","0","","","","","",""
"1113","3","Jack Bownass","1930-07-27","2010-02-10","79","1958","1962","D","80","3","7","10","-6","58","","","","","",""
"1114","4","Tony Bukovich","1915-08-30","2009-12-19","94","1944","1945","LW/C","17","7","3","10","","6","","","","","",""
"1115","5","Tod Campeau","1923-06-04","2009-12-31","86","1944","1949","C","42","5","9","14","","16","","","","","",""
"1116","6","Aut Erickson","1938-01-25","2010-08-21","72","1960","1970","D","226","7","24","31","-37","180","","","","","",""
"1117","7","Lou Holmes","1911-01-29","2010-03-11","99","1932","1933","C/LW","59","2","4","6","","8","","","","","",""
"1118","8","Willie Huber","1958-01-15","2010-06-28","52","1979","1988","D","655","104","217","321","-199","950","","","","","",""
"1119","9","Lou Jankowski","1931-06-27","2010-03-21","78","1951","1955","C/RW","131","19","18","37","","15","","","","","",""
"1120","10","Ross Johnstone","1926-04-07","2009-12-31","83","1944","1945","D","42","5","4","9","","14","","","","","",""
"1121","11","Ernie Laforce","1916-06-23","2009-10-18","93","1943","1943","D","1","0","0","0","","0","","","","","",""
"1122","12","Hec Lalande","1934-11-24","2010-08-18","75","1954","1958","C","151","21","39","60","","118","","","","","",""
"1123","13","Norm McAtee","1921-06-28","2010-08-25","89","1947","1947","C","13","0","1","1","","0","","","","","",""
"1124","14","Michel Mongeau","1965-02-09","2010-05-22","45","1990","1993","C","54","6","19","25","1","10","","","","","",""
"1125","15","Kevin O'Shea","1947-05-28","2010-01-18","62","1971","1973","RW","134","13","18","31","-44","85","","","","","",""
"1126","16","Bob Probert","1965-06-05","2010-07-05","45","1986","2002","LW","935","163","221","384","-31","3300","","","","","",""
"1127","17","Jim Stanfield","1947-01-01","2009-11-19","62","1970","1972","C/RW","7","0","1","1","-1","0","","","","","",""
"1128","18","Wayne Stephenson","1945-01-29","2010-06-22","65","1972","1981","G","328","0","3","3","0","43","328","146","103","50",".892","3.07"
"1129","19","Harry Taylor","1926-03-28","2009-11-16","83","1947","1952","C","66","5","10","15","","30","","","","","",""
"1130","20","Igor Vyazmikin","1966-01-08","2009-10-30","43","1991","1991","W","4","1","0","1","0","0","","","","","",""
"1131","1","Murray Armstrong","1916-01-01","2010-12-08","94","1938","1946","C","270","67","121","188","","82","","","","","",""
"1132","2","Wade Belak","1976-07-03","2011-08-31","35","1997","2011","RW","549","8","25","33","-38","1263","","","","","",""
"1133","3","Derek Boogaard","1982-06-23","2011-05-13","28","2006","2011","LW","277","3","13","16","-12","589","","","","","",""
"1134","4","Mike Byers","1946-09-11","2010-09-16","64","1968","1972","RW","166","42","34","76","-38","39","","","","","",""
"1135","5","Tom Cavanagh","1982-03-24","2011-01-06","28","2008","2009","LW","18","1","2","3","-1","4","","","","","",""
"1136","6","Jim Cunningham","1956-08-15","2011-04-29","54","1978","1978","LW","1","0","0","0","1","4","","","","","",""
"1137","7","Norm Gratton","1950-12-22","2010-12-10","59","1972","1976","LW","201","39","45","84","-29","64","","","","","",""
"1138","8","Nick Harbaruk","1943-08-16","2011-03-10","67","1970","1974","RW","364","45","75","120","-38","273","","","","","",""
"1139","9","Bob Hassard","1929-03-26","2010-12-30","81","1950","1955","C","126","9","28","37","","22","","","","","",""
"1140","10","Arto Javanainen","1959-04-08","2011-01-25","51","1985","1985","RW","14","4","1","5","2","2","","","","","",""
"1141","11","Jaroslav Jirik","1939-12-10","2011-07-11","71","1970","1970","LW","3","0","0","0","1","0","","","","","",""
"1142","12","Vern Kaiser","1926-09-28","2011-01-17","84","1951","1951","LW","50","7","5","12","","33","","","","","",""
"1143","13","Pete Laframboise","1950-01-18","2011-03-19","61","1972","1975","LW/C","227","33","55","88","-89","70","","","","","",""
"1144","14","Pete Langelle","1917-11-04","2010-11-29","93","1939","1942","C","137","22","51","73","","11","","","","","",""
"1145","15","Jackie Leclair","1929-05-30","2011-06-14","82","1955","1957","C","160","20","40","60","","54","","","","","",""
"1146","16","Ed Litzenberger","1932-07-15","2010-11-01","78","1953","1964","C/RW","619","178","238","416","-27","275","","","","","",""
"1147","17","Len Lunde","1936-11-13","2010-11-22","74","1959","1971","C","321","39","83","122","-16","71","","","","","",""
"1148","18","Vic Lynn","1925-01-26","2010-12-06","85","1943","1954","LW/D","327","49","76","125","","274","","","","","",""
"1149","19","Rick Martin","1951-07-26","2011-03-13","59","1972","1982","LW","685","384","317","701","14","477","","","","","",""
"1150","20","Jud McAtee","1920-02-05","2011-02-22","91","1943","1945","LW","46","15","13","28","","6","","","","","",""
"1151","Rk","Name","Birth Date","Death Date","Age at Death","From","To","Pos","GP","G","A","PTS","+/-","PIM","GP","W","L","T/O","SV%","GAA"
"1152","21","Jean-Guy Morissette","1937-12-16","2011-03-22","73","1964","1964","G","1","0","0","0","","0","1","0","1","0",".765","6.60"
"1153","22","Harry Pidhirny","1928-03-05","2010-12-20","82","1958","1958","C","2","0","0","0","","0","","","","","",""
"1154","23","Barry Potomski","1972-11-24","2011-05-24","38","1996","1998","LW","68","6","5","11","-14","227","","","","","",""
